company_id,industry,employee_range
"9806c4b53415f8d","Software and Technology","20 - 49"
"984589d3f98ead1","Business Services","20 - 49"
"9897cd6d67e0b72","Hardware","5,000 - 9,999"
"9901e478344380e","Software and Technology","50 - 99"
"99113a704e01c5c","Software and Technology","5,000 - 9,999"
"9928bac8f831c64","Hospitality and Travel","500 - 999"
"99730b235997dc8","Software and Technology","100 - 249"
"99ce61deeed69c1","Healthcare and Medical","5,000 - 9,999"
"99d42b7d1fe4f91","Manufacturing","100 - 249"
"9a540cf723003a5","Business Services","100 - 249"
"9ae485840d7b5ea","Healthcare and Medical","100 - 249"
"9af7e062a7b446b","Business Services","100 - 249"
"9aff46d7ebc33d6","Biotech","0 - 9"
"9bce81407a2076b","Consumer Goods and Services","50 - 99"
"9be22c575311fa1","Retail and Distribution","100 - 249"
"9becfa779b06721","Software and Technology","10 - 19"
"9c037edfa70029a","Associations","50 - 99"
"9c223600c39cb7d","Software and Technology","100 - 249"
"9cd0604cfc47799","Automotive","250 - 499"
"9cfb53f49dec150","Healthcare and Medical","20 - 49"
"9d646e51ef12777","Mining","1,000 - 4,999"
"9dbddaea2b2c96f","Financial Services","N/A"
"9dd27763739edc8","Healthcare and Medical","1,000 - 4,999"
"9ddb986c2d9a478","Software and Technology","20 - 49"
"9e97fea6ea6cd05","Hardware","100 - 249"
"9f1f647ec713870","Hardware","100 - 249"
"9fc2d38294c5d60","Business Services","0 - 9"
"a112c402570ad57","Business Services","500 - 999"
"a1640b883123af8","Software and Technology","20 - 49"
"a19942c5ec1df4b","Software and Technology","250 - 499"
"a19e1efe6e866bb","Software and Technology","100 - 249"
"a1b053dc090727c","Business Services","50 - 99"
"a1c33f4fb62e7ab","Government","1,000 - 4,999"
"a1e3461ce44651d","Software and Technology","20 - 49"
"a256d29d97a63e6","Software and Technology","50 - 99"
"a278a795706b22e","Software and Technology","250 - 499"
"a2a856334dd0d14","Manufacturing","500 - 999"
"a2b7d3aae1323f8","Healthcare and Medical","1,000 - 4,999"
"a312877ea0e7b55","Manufacturing","500 - 999"
"a31c7a2977ab05b","Software and Technology","500 - 999"
"a3518984841069c","Healthcare and Medical","500 - 999"
"a405f25c5c0f0c8","Business Services","0 - 9"
"a4420baec1d1f94","Hospitality and Travel","50 - 99"
"a53fc07b36cc106","Government","20 - 49"
"a55b70688a7ef3e","Software and Technology","50 - 99"
"a5a38ab72f29869","Automotive","10 - 19"
"a676a9bf01e8c99","Transportation and Logistics","500 - 999"
"a698e70f7b39925","Healthcare and Medical","1,000 - 4,999"
"a6eb50c3aac1155","Business Services","100 - 249"
"a81f9f6e7334e01","Business Services","20 - 49"
"a84ed8883445f38","Software and Technology","20 - 49"
"a87c1f8070aced5","Healthcare and Medical","10,000+"
"a8d798e21796cb5","Business Services","50 - 99"
"a90594038327b25","Education","10,000+"
"a926e425775f010","Manufacturing","500 - 999"
"a950ed9c40f37b3","Healthcare and Medical","10,000+"
"a960e581a29d823","Software and Technology","100 - 249"
"a9cd3cad60d9c29","Manufacturing","500 - 999"
"a9d5e4dcac84d0c","Software and Technology","1,000 - 4,999"
"aa0cbc9516a1a7f","Retail and Distribution","20 - 49"
"aa6b39be03d8d78","Food and Beverage","1,000 - 4,999"
"aabc123a47cdc58","Real Estate","100 - 249"
"aadd36a09da825a","Education","250 - 499"
"ab1a9b9aad38710","Business Services","20 - 49"
"ab2dcc996befe5b","Software and Technology","20 - 49"
"ab84ef43beb02f0","Business Services","10,000+"
"ab8babb4dac9743","Manufacturing","100 - 249"
"abee6fe5cf8d109","Software and Technology","50 - 99"
"ac61dcda581de79.60dd6da651249fd","Hospitality and Travel","10,000+"
"acc56f491ee9b3b","Business Services","500 - 999"
"aceb305d2d623ab","Business Services","10 - 19"
"addac4f5cab7a7b","Construction","0 - 9"
"addd3cb741f33ad","Education","500 - 999"
"ade7af75c6fb6bf","Business Services","20 - 49"
"ae262f184c35d86","Software and Technology","500 - 999"
"aed4e9c946603e1","Financial Services","500 - 999"
"aee7763eae7fb0d","Business Services","20 - 49"
"aef67b307efe823","Healthcare and Medical","500 - 999"
"af15a69aeef9f59","Media and Entertainment","250 - 499"
"af63851d3de4b9f","Manufacturing","10,000+"
"b02350d97287de4","Business Services","1,000 - 4,999"
"b0ee6ed6435ed05","Software and Technology","20 - 49"
"b0fa319caa48aa4","Healthcare and Medical","1,000 - 4,999"
"b0ff2cc24b1bafa","Education","1,000 - 4,999"
"b1010b823cbd245","Business Services","20 - 49"
"b13d69a3d919256","Healthcare and Medical","250 - 499"
"b1a35ef03dd3fde","Business Services","20 - 49"
"b1ef0b98e120012","Software and Technology","100 - 249"
"b261a18639e06eb","Business Services","10,000+"
"b2874d6dcde488f","Software and Technology","100 - 249"
"b2b227616a72112","Retail and Distribution","500 - 999"
"b2fb6f254472c3d","Software and Technology","1,000 - 4,999"
"b30628419551b63","Business Services","500 - 999"
"b353885742d534f","Media and Entertainment","100 - 249"
"b38289e10fe0319","Financial Services","50 - 99"
"b3c78a2bd694237","Consumer Goods and Services","0 - 9"
"b423598a919d3c7","Financial Services","10 - 19"
"b44a96beb43b7d1","Software and Technology","50 - 99"
"b5049d91204c2af","Construction","250 - 499"
"b530f9b3ec0db10","Transportation and Logistics","50 - 99"
"b53a11dcd0bb9ff","Manufacturing","1,000 - 4,999"
"b564ea764a6dbe1","Automotive","100 - 249"
"b57ef1046ab9c63","Software and Technology","20 - 49"
"b5d03106bc865d8","Software and Technology","100 - 249"
"b5d9e76e9aaaf72","Financial Services","250 - 499"
"b676f5edb7a2313","Education","1,000 - 4,999"
"bb699615d11806e","Education","500 - 999"
"bc56bbf02fa3237","Healthcare and Medical","20 - 49"
"bc8a2bb588a5e2c","Telecommunications","5,000 - 9,999"
"bcd1ecf0bd3fa6c","Business Services","100 - 249"
"bd4196640f7ccda","Business Services","20 - 49"
"be1feea70b96666","Retail and Distribution","1,000 - 4,999"
"be2a1194aa6d488","Software and Technology","20 - 49"
"be34103d574198c","Business Services","20 - 49"
"be5f17f0358ffc3","Business Services","1,000 - 4,999"
"bef42aab52e5521","Software and Technology","10 - 19"
"bf13ea21cc9bd1f","Energy and Utilities","1,000 - 4,999"
"bf2016bbf24bf8b","Business Services","250 - 499"
"bf51ec214fdd7c0","Construction","50 - 99"
"bf5d3dedc3d2a22","Software and Technology","1,000 - 4,999"
"bfb87e68d82fa19","Business Services","20 - 49"
"bfd89a176e067b2","Business Services","50 - 99"
"bffb32a3f17e7dc","Food and Beverage","100 - 249"
"c036acdbcd7ab35","Software and Technology","1,000 - 4,999"
"c072e5f5ec7d872","Government","10,000+"
"c127fd452030289","Manufacturing","500 - 999"
"c13219fb91cd92c","Transportation and Logistics","50 - 99"
"c15e0ef7cfd96d9","Business Services","0 - 9"
"c25ccfbdfd12c06","N/A","N/A"
"c2cd64c590a4194","Financial Services","500 - 999"
"c2ffb16c0974af1","Software and Technology","20 - 49"
"c3cad9ac8fd74f7","Software and Technology","20 - 49"
"c47fb4f8565d667","Software and Technology","20 - 49"
"c4b4f6fef20ad2f","Software and Technology","100 - 249"
"c5794634b01780d","Financial Services","10,000+"
"c5aaea60fcfb961","Business Services","10 - 19"
"c5c50f15d0c4cc2","Energy and Utilities","1,000 - 4,999"
"c5ceafbc9c97a35","Telecommunications","250 - 499"
"c6e082eb17a786d","Financial Services","0 - 9"
"c6f9dde326c0538","Business Services","10 - 19"
"c7535e4d571b977","Software and Technology","50 - 99"
"c77ff053974be05","Automotive","5,000 - 9,999"
"c80c8dc051b1702","Business Services","100 - 249"
"c8329712a076185","Software and Technology","500 - 999"
"c916c1dd0bb3192","Retail and Distribution","20 - 49"
"c97409ebc06fe63","Software and Technology","10,000+"
"c98209af414b1ad","Recreation","250 - 499"
"c98dddb811818fc","Healthcare and Medical","100 - 249"
"cad86f22899fdcd","Manufacturing","100 - 249"
"cb8b9abf2b08390","Software and Technology","100 - 249"
"cb96783f01944d0","Business Services","50 - 99"
"cbc449eedf104cb","Software and Technology","0 - 9"
"cc7a8c1e3c3a7c1","Financial Services","10,000+"
"cc8052b11bf2c36","Automotive","1,000 - 4,999"
"cc8ef7a958c43d1","Telecommunications","100 - 249"
"ccabf9a2c02ab40","Business Services","500 - 999"
"cd50245bdcea9c5","Printing and Publishing","20 - 49"
"cd51b4823eb8ec7","Business Services","50 - 99"
"ce5a00b5d358e3e","Government","250 - 499"
"cedbc0a7b9d5b48","Real Estate","1,000 - 4,999"
"cf990c0d7689ad5","Software and Technology","20 - 49"
"cfbd975258f3122","Business Services","20 - 49"
"d083b6bbdc3c8a8","Retail and Distribution","250 - 499"
"d0b74f98fb5d488","Software and Technology","50 - 99"
"d16a792b5f1967c","Software and Technology","5,000 - 9,999"
"d1c1fdbff12b7a1","Biotech","1,000 - 4,999"
"d1c8f7ac2c68b38","Software and Technology","50 - 99"
"d1ca8a126aa33b2","Associations","20 - 49"
"d2256f59c1fe577","Software and Technology","250 - 499"
"d262a82540ade6b","Software and Technology","20 - 49"
"d2dcf09f0992d3c","Aerospace and Defense","50 - 99"
"d35445efac41cb3","Financial Services","100 - 249"
"d434afa896f7b36","Business Services","0 - 9"
"d46e595be16be11","Healthcare and Medical","1,000 - 4,999"
"d4725e25d3b341f","Business Services","100 - 249"
"d485608f445d85b","Financial Services","1,000 - 4,999"
"d498b134751a8e0","Hardware","10,000+"
"d4c898441c8b484","Software and Technology","100 - 249"
"d4e6d12a34ff516","Education","1,000 - 4,999"
"d512fced53f058c","Software and Technology","100 - 249"
"d5139f62f47687c","Software and Technology","1,000 - 4,999"
"d51b77eebd486bf","Business Services","1,000 - 4,999"
"d52d17eb76de936","Software and Technology","0 - 9"
"d54e740df86353c","Retail and Distribution","0 - 9"
"d5e65e0af60fcec","Financial Services","250 - 499"
"d619f365a657854","Financial Services","0 - 9"
"d6507a18ecb4710","Manufacturing","5,000 - 9,999"
"d681ab5973f199e","Business Services","10,000+"
"d68e19aae06c7ba","Software and Technology","250 - 499"
"d69b33108b21c00","Business Services","100 - 249"
"d70aefccc37b445","Software and Technology","20 - 49"
"d71e9bc673b9b3f","Healthcare and Medical","100 - 249"
"d73aa5d29bd2ecc","Business Services","1,000 - 4,999"
"d7b51b123f5bc11","Software and Technology","0 - 9"
"d7fea9470990473","Education","500 - 999"
"d80c1e9488000f1","Government","10,000+"
"d82c75bb27bb461","Telecommunications","20 - 49"
"d834af3cdb65805","Retail and Distribution","1,000 - 4,999"
"d88ffe4b183596f","Manufacturing","500 - 999"
"d9663d5d3a9e22f","Retail and Distribution","50 - 99"
"d9b58b8c2eda387","Software and Technology","100 - 249"
"da73f33d9ddecdf","Healthcare and Medical","100 - 249"
"da96bdb91a03e02","Business Services","20 - 49"
"dad683f9b6828b8","Software and Technology","20 - 49"
"dad9b84906a7aa2","Healthcare and Medical","1,000 - 4,999"
"db13b3c9fbf5814","Software and Technology","100 - 249"
"db6347888bf400d","Software and Technology","20 - 49"
"db6f07f72836a8c","Software and Technology","1,000 - 4,999"
"db876678610eb96","Manufacturing","1,000 - 4,999"
"dbb868f10a73a7f","Hospitality and Travel","100 - 249"
"dc13ed38dd52bd9","Healthcare and Medical","50 - 99"
"dce8e9a4a6d4427","Business Services","50 - 99"
"dd1bb709ccd5a45","Retail and Distribution","1,000 - 4,999"
"dd6b5d5a0ee0fbd","Business Services","20 - 49"
"dda81492b0d1f05","Media and Entertainment","1,000 - 4,999"
"de1cf2e3079e942","Manufacturing","100 - 249"
"dea8c99667693a5","Software and Technology","20 - 49"
"df34d452d0225d5","Healthcare and Medical","100 - 249"
"df51de3cb5bf3da","Recreation","1,000 - 4,999"
"df6fdbc76b2951d","Business Services","100 - 249"
"df7a2a6e981e52a","Business Services","0 - 9"
"dfa8405a24a2491","Business Services","20 - 49"
"dff7db1c2596d35","Business Services","0 - 9"
"e03bbe810b5d80d","Business Services","10 - 19"
"e0deb1984930927","Food and Beverage","1,000 - 4,999"
"e13ee13cd8950bf","Pharmaceuticals","1,000 - 4,999"
"e145125ce3241b1","Manufacturing","1,000 - 4,999"
"e146be758ac7d5a","Financial Services","1,000 - 4,999"
"e15cc94dac42cc4","Software and Technology","20 - 49"
"e16526222467bb0","Software and Technology","100 - 249"
"e198552b9842b57","Transportation and Logistics","100 - 249"
"e1c6565cbbe0da9","Media and Entertainment","250 - 499"
"e22598636ddb196","Telecommunications","1,000 - 4,999"
"e27dc8409eb43fc","Healthcare and Medical","100 - 249"
"e2c6080f4c6ca17","Software and Technology","1,000 - 4,999"
"e36977f9522b0fe","Construction","100 - 249"
"e378414b709303b","Software and Technology","20 - 49"
"e3917e0068348f4","N/A","N/A"
"e3a9956ee629d9e","Software and Technology","100 - 249"
"e3cd691eabd007e","Business Services","10 - 19"
"e3f098a8c55f696","Retail and Distribution","250 - 499"
"e41ea57cc60213b","Biotech","10,000+"
"e42e41d9bbde1e2","Software and Technology","N/A"
"e446ccc664d7f15","Business Services","50 - 99"
"e4c5274bf35d8ca","Software and Technology","100 - 249"
"e4daa4310d19504","Software and Technology","N/A"
"e4f9f4dc17f708a","Construction","1,000 - 4,999"
"e5126b7384b5ec4","Software and Technology","N/A"
"e5b073a6a3d5fd1","Software and Technology","20 - 49"
"e5be524956cff4b","Business Services","0 - 9"
"e5e7d96ad4c9b2c","N/A","N/A"
"e64300a5f1fb105","Business Services","500 - 999"
"e65abf55fc87840","Manufacturing","250 - 499"
"e7102e8ac8b1d4b","Automotive","1,000 - 4,999"
"e78b383531f758c","Business Services","250 - 499"
"e7b2f79ca0849c1","Transportation and Logistics","50 - 99"
"e7ee5cb3e4b3ea5","Software and Technology","20 - 49"
"e83449674c1cde9","Software and Technology","100 - 249"
"e8d160aa1c8f44a.db00626e934a102","Hospitality and Travel","N/A"
"e8f081f9d3d0525","Business Services","10 - 19"
"e8ffdee02ffb916","Software and Technology","0 - 9"
"ea4916fb509fc8a","Business Services","100 - 249"
"ea83c553c4fb41c","Financial Services","100 - 249"
"eaac6839858f148","Financial Services","1,000 - 4,999"
"eaf558bc15c79af","Business Services","20 - 49"
"eb0fbd38c40b76d","Retail and Distribution","0 - 9"
"eb1b57fd275961b","Business Services","10,000+"
"eb7daaa1024e4d4","Transportation and Logistics","10 - 19"
"ebb9dd3b8a4e445","Real Estate","1,000 - 4,999"
"ebd2d751b97dd69","Retail and Distribution","1,000 - 4,999"
"ec02744072f8a04","Manufacturing","250 - 499"
"ec38425459c2056","Software and Technology","20 - 49"
"ec4c72648ca1037","Business Services","20 - 49"
"ec5ab524cf11fd2","Software and Technology","0 - 9"
"ecd618aba8ca608","N/A","20 - 49"
"ed0d23a7b5e21b5","Construction","1,000 - 4,999"
"ed1ee0ab8d26010","Manufacturing","10,000+"
"ed2dedc627dbe6b","Business Services","50 - 99"
"ed4826f113391aa","Financial Services","20 - 49"
"eda729ee6ea7535","Software and Technology","10 - 19"
"edfc764ef703010","Healthcare and Medical","20 - 49"
"ee7b6c036b63677","Business Services","1,000 - 4,999"
"eed7e602088fdd7","Media and Entertainment","100 - 249"
"ef87b1c7b331979","Healthcare and Medical","500 - 999"
"f05503ff684c4db","Manufacturing","50 - 99"
"f083255584195bc","Software and Technology","50 - 99"
"f12b8dbec92a712","Telecommunications","1,000 - 4,999"
"f18180d36de1a31","Software and Technology","100 - 249"
"f22d0789c094b13","Manufacturing","100 - 249"
"f2a2c12ef4bb730","Transportation and Logistics","500 - 999"
"f2e0de7a3121473","Software and Technology","20 - 49"
"f2ee24698579f1e","Software and Technology","500 - 999"
"f3364597d25495e","Business Services","20 - 49"
"f361a04ec574dc3","Healthcare and Medical","0 - 9"
"f36409e3fe830d1","Business Services","100 - 249"
"f3857baa36247f4","Software and Technology","20 - 49"
"f3f86622ab1dc60","Software and Technology","100 - 249"
"f440c5096f95434","Telecommunications","10 - 19"
"f463a2872bcbe42","Software and Technology","50 - 99"
"f4f851455b9ac00","Healthcare and Medical","0 - 9"
"f505356f8d4da1b","Business Services","0 - 9"
"f512b152820049b","Healthcare and Medical","100 - 249"
"f53e8910de4d75f","Real Estate","10 - 19"
"f55d46450e8b56a","N/A","0 - 9"
"f5b00c387fc03ed","Software and Technology","100 - 249"
"f5ff76f26bbca78","Media and Entertainment","20 - 49"
"f667b7531b78a31","Software and Technology","1,000 - 4,999"
"f6b0d8136b9a1ab","Software and Technology","20 - 49"
"f6cf255d43059a5","Software and Technology","20 - 49"
"f7d5fdd50971b4e","Business Services","20 - 49"
"f85e90baef773fc","Manufacturing","1,000 - 4,999"
"f88a07250c65922","Education","1,000 - 4,999"
"f8a1e305975e2ba","Software and Technology","1,000 - 4,999"
"f8c61fd132b4ef1","Food and Beverage","10,000+"
"f8e53843da6ea1e","Government","10,000+"
"f902b8689d46bb0","Healthcare and Medical","100 - 249"
"f91bc4c4073c31f","N/A","N/A"
"f97d6eb371e7866","Software and Technology","100 - 249"
"f9e094a41e6b4d4","Financial Services","10,000+"
"fa532fc972d62a6","Media and Entertainment","250 - 499"
"fadba20460e6ecf","Business Services","20 - 49"
"fae9250d1c451b5","Consumer Goods and Services","50 - 99"
"faf0df1c331a1e5","Healthcare and Medical","100 - 249"
"fb0894028cd0b0e","Business Services","100 - 249"
"fb3ac429fee873e","Software and Technology","20 - 49"
"fb3d99fb1067d95","Business Services","10 - 19"
"fb5a1746851e1da","Software and Technology","20 - 49"
"fc09426de6dcb34","Software and Technology","20 - 49"
"fc2130ce74c4c89","N/A","0 - 9"
"fc3f2b9d709e5e2","Financial Services","250 - 499"
"fc90b26950c323d","Transportation and Logistics","250 - 499"
"fd359e28f617d42","Manufacturing","20 - 49"
"fea649bf5e9ee06","Financial Services","5,000 - 9,999"
"feadf210b9fef2b","Financial Services","10,000+"
"ff34bb8985dd788","Construction","250 - 499"
"ff98d99ae4bda71","Healthcare and Medical","1,000 - 4,999"
"ffb12c9e3a66f4a","Financial Services","20 - 49"
"ffbaa8f6d00e413","Software and Technology","250 - 499"
"fff64c74ba0dedf","Business Services","100 - 249"
".075101141726ab4","Business Services","10,000+"
".099775830aa2342","Retail and Distribution","20 - 49"
".13f19c05e9842d6","N/A","N/A"
".177e04ff7057b6c","Healthcare and Medical","N/A"
".2740cbc6a57a71d","Business Services","100 - 249"
".28082083eabbceb","Business Services","N/A"
".2a9443cdbfabb7e","Media and Entertainment","0 - 9"
".2e30721d2943e35","N/A","20 - 49"
".2e7fe496a4d0361","N/A","20 - 49"
